Non symb;Nom court - FR;Nom court - NL;Nom long - FR;Nom long - NL;GPS_LATITUDE;GPS_LONGITUDE
RCARM;R.CARMEUSE-A;R.CARMEUSE-A;RACC.ANDENNE-CARMEUSE;RACC.ANDENNE-CARMEUSE;50,49712;5,078397
NGZ;R.CARMEUSE-E;R.CARMEUSE-E;RACC.ENGIS-CARMEUSE;RACC.ENGIS-CARMEUSE;50,58011;5,410122
RCRS4;R.CARSID 4;R.CARSID 4;RACC.CARSID 4;RACC.CARSID 4;50,413513;4,40157
RCRS8;R.CARSID 8;R.CARSID 8;RACC.CARSID 8;RACC.CARSID 8;50,412915;4,421149
RCAS;R.CASSART;R.CASSART;RACC.CASSART;RACC.CASSART;50,523367;4,256203
RLFHC;R.COCKER.3-4;R.COCKER.3-4;RACC.FLEMALLE-COCKERILL 3-4;RACC.FLEMALLE-COCKERILL 3-4;50,607234;5,484802
RNSR2;R.COCKERILL2;R.COCKERILL2;RACC.SERAING-COCKERILL-2;RACC.SERAING-COCKERILL-2;50,608462;5,509651
RNSR6;R.COCKERILL6;R.COCKERILL6;RACC.SERAING-COCKERILL-6;RACC.SERAING-COCKERILL-6;50,603913;5,550944
DSTIB;R.DELTA-STIB;V.DELTA-MIVB;RACC.DELTA-STIB;VERB.DELTA-MIVB;50,818197;4,403542
RDEM;R.DEMATEX;R.DEMATEX;RACC.MALONNE-DEMATEX;RACC.MALONNE-DEMATEX;50,449478;4,794876
RDUMO;R.DUMONT-W;R.DUMONT-W;RACC.DUMONT-WAUTHIER;RACC.DUMONT-WAUTHIER;50,56798;5,366446
RDUP;R.DUPUIS;R.DUPUIS;RACC.OLLIGNIES-DUPUIS;RACC.OLLIGNIES-DUPUIS;50,693189;3,858601
REUGL;R.EUROGAL;R.EUROGAL;RACC.EUROGAL;RACC.EUROGAL;50,584186;5,434907
RUNIO;R.FONT.UNION;R.FONT.UNION;RACC.FONTAINUNION;RACC.FONTAINUNION;50,414601;4,312111
HMIVB;R.HAREN-STIB;V.HAREN-MIVB;RACC.HAREN-STIB;VERB.HAREN-MIVB;;
RJEHO;R.JEHONVILLE;R.JEHONVILLE;RACC.JEHONVILLE-M.D.N.;RACC.JEHONVILLE-M.D.N.;49,883503;5,238557
RKEMS;R.KEMIRA;R.KEMIRA;RACC.KEMIRA;RACC.KEMIRA;50,477338;3,801588
RPET;R.LES PETONS;R.LES PETONS;RACC.YVES-GOMEZEE-LES PETONS;RACC.YVES-GOMEZEE-LES PETONS;50,232048;4,521739
RMARD;R.MARCHE-D.N;R.MARCHE-D.N;RACC.MARCHE-DEFENSE NATIONALE;RACC.MARCHE-DEFENSE NATIONALE;50,237951;5,36349
RMGMW;R.MGM-WINT;R.MGM-WINT;RACC.MGM-WINTERS;RACC.MGM-WINTERS;50,563504;5,36461
RPAL;R.PALIFOR;R.PALIFOR;RACC.PALIFOR;RACC.PALIFOR;50,565311;5,371904
RPOLY;R.POLYOL;R.POLYOL;RACC.POLYOL;RACC.POLYOL;50,480978;3,789684
RPORT;R.PORTA;R.PORTA;RACC.PORTA;RACC.PORTA;50,362991;4,533458
RFCLV;R.PORT-AUTON;R.PORT-AUTON;RACC.PORT-AUTONOME-CHARLEROI;RACC.PORT-AUTONOME-CHARLEROI;50,404652;4,511538
RPETF;R.PTE-FOLIE;R.PTE-FOLIE;RACC.PETITE-FOLIE;RACC.PETITE-FOLIE;50,604838;5,55415
RRECH;R.REILLY CH;R.REILLY CH;RACC.REILLY CHEMICALS;RACC.REILLY CHEMICALS;50,48382;3,790468
RRIVA;R.RIVA;R.RIVA;RACC.RIVA;RACC.RIVA;50,412139;4,418859
RRUAU;R.RUAU;R.RUAU;RACC.RUAU;RACC.RUAU;50,416127;4,39045
SEGAL;R.SEGAL;R.SEGAL;RACC.SEGAL;RACC.SEGAL;50,584967;5,434759
RSOL1;R.SOLVAY 1;R.SOLVAY 1;RACC.MOUSTIER-SOLVAY 1;RACC.MOUSTIER-SOLVAY 1;50,453268;4,67004
RSOL2;R.SOLVAY 2;R.SOLVAY 2;RACC.MOUSTIER-SOLVAY 2;RACC.MOUSTIER-SOLVAY 2;50,454181;4,667482
RTHON;R.THONE;R.THONE;RACC.VAN OCEM-THONE;RACC.VAN OCEM-THONE;50,384682;4,880428
RFVS;R.VISE-CBR;R.VISE-CBR;RACC.VISE-CBR;RACC.VISE-CBR;50,743247;5,691153
RER;RAEREN;RAEREN;RAEREN;RAEREN;50,666498;6,131058
FXR;REBAIX;REBAIX;REBAIX;REBAIX;50,661058;3,793502
BL12;REMERSD-BL12;REMERSD-BL12;REMERSDAAL-BLOK 12;REMERSDAAL-BLOK 12;50,74104;5,88749
FMU;REMICOURT;REMICOURT;REMICOURT;REMICOURT;50,678608;5,321406
FRN;RENAIX;RONSE;RENAIX;RONSE;50,742508;3,60255
RENO1;RENORY 1;RENORY 1;RENORY 1;RENORY 1;50,606452;5,550563
RENO2;RENORY 2;RENORY 2;RENORY 2;RENORY 2;50,607392;5,564461
MRN;RHISNES;RHISNES;RHISNES;RHISNES;50,499347;4,801872
MRNG;RHISNES-GAR;RHISNES-GAR;RHISNES-GARAGE;RHISNES-GARAGE;50,50068;4,799953
RHODE;RHODESIE;RHODESIE;ANTWERPEN-D.S.-RHODESIE;ANTWERPEN-D.S.-RHODESIE;51,268584;4,352269
FGO;RHODE-ST-G;ST-GEN-RODE;RHODE-SAINT-GENESE;SINT-GENESIUS-RODE;50,748081;4,361492
MRV;RIVAGE;RIVAGE;RIVAGE;RIVAGE;50,486422;5,585186
MRX;RIXENSART;RIXENSART;RIXENSART;RIXENSART;50,711414;4,532861
RODEC;RODENH.DOK;RODENH.DOK;GENT-RODENHUIZEDOK;GENT-RODENHUIZEDOK;51,139159;3,784928
FRL;ROESELARE;ROESELARE;ROESELARE;ROESELARE;50,949358;3,130358
RGR;ROGIER;ROGIER;ROGIER;ROGIER;50,866083;4,364614
FEO;RONET;RONET;RONET;RONET;50,457735;4,828415
FEOCL;RONET-CLI;RONET-CLI;RONET-C.L.I.;RONET-C.L.I.;50,455524;4,830698
FEOF;RONET-FORM;RONET-FORM;RONET-FORMATION;RONET-FORMATION;50,454759;4,822342
FEOPE;RONET-PE;RONET-PE;RONET-P.E.;RONET-P.E.;50,45301;4,824356
FRX;ROUX;ROUX;ROUX;ROUX;50,443114;4,393197
FRBB;RUISBR-BUND;RUISBR-BUND;RUISBROEK-BUNDEL;RUISBROEK-BUNDEL;50,799208;4,301898
FRB;RUISBROEK;RUISBROEK;RUISBROEK;RUISBROEK;50,791831;4,295328
FRBS;RUISBR-SAUV;RUISBR-SAUV;RUISBROEK-SAUVEGARDE;RUISBROEK-SAUVEGARDE;51,081313;4,336987
FRBZK;RUISB-ZEEKAN;RUISB-ZEEKAN;RUISBROEK-ZEEKANAAL;RUISBROEK-ZEEKANAAL;51,086294;4,353514
BL11;SAINTES-BL11;SAINTES-BL11;SAINTES-BLOCK 11;SAINTES-BLOCK 11;50,71066;4,15486
STJOB;SAINT-JOB;SINT-JOB;SAINT-JOB;SINT-JOB;50,79362;4,360403
FAZA;SALZINNES-AC;SALZINNES-AC;SALZINNES-A.C.;SALZINNES-A.C.;50,466045;4,839569
SARTB;SART-BERNARD;SART-BERNARD;SART-BERNARD;SART-BERNARD;50,406617;4,948467
FSRWD;SCHAERB-AT/D;SCHAARB-TW/D;SCHAERBEEK-A.T./D.;SCHAARBEEK-T.W./D.;50,883731;4,397866
FSRWE;SCHAERB-AT/E;SCHAARB-TW/E;SCHAERBEEK-A.T./E.;SCHAARBEEK-T.W./E.;50,893113;4,408332
FSR2E;SCHAERB-BL2E;SCHAARB-BL2E;SCHAERBEEK-BLOCK 2E;SCHAARBEEK-BLOK 2E;50,899997;4,411331
FSRCH;SCHAERB-CARW;SCHAARB-CARW;SCHAERBEEK-CARWASH;SCHAARBEEK-CARWASH;50,883316;4,399794
FSRCL;SCHAERB-CLI;SCHAARB-LCI;SCHAERBEEK-C.L.I.;SCHAARBEEK-L.C.I.;50,8826;4,3919
FSRCP;SCHAERB-CPI;SCHAARB-PCI;SCHAERBEEK-C.P.I.;SCHAARBEEK-P.C.I.;50,89908;4,418516
FSR;SCHAERBEEK;SCHAARBEEK;SCHAERBEEK;SCHAARBEEK;50,878508;4,378644
FSRD;SCHAERBEEK-D;SCHAARBEEK-D;SCHAERBEEK-FAISCEAU D;SCHAARBEEK-BUNDEL D;50,882209;4,390948
FSRL;SCHAERBEEK-L;SCHAARBEEK-L;SCHAERBEEK-FAISCEAU L;SCHAARBEEK-BUNDEL L;50,884348;4,401897
FSRM;SCHAERBEEK-M;SCHAARBEEK-M;SCHAERBEEK-FAISCEAU M;SCHAARBEEK-BUNDEL M;50,880727;4,385455
FSRP;SCHAERBEEK-P;SCHAARBEEK-P;SCHAERBEEK-FAISCEAU P;SCHAARBEEK-BUNDEL P;50,882893;4,393464
FSRBV;SCHAERBEEK-V;SCHAARBEEK-V;SCHAERBEEK-FAISCEAU V;SCHAARBEEK-BUNDEL V;50,884348;4,401897
FSRV;SCHAERB-FORM;SCHAARB-VORM;SCHAERBEEK-FORMATION;SCHAARBEEK-VORMING;50,889177;4,399141
FSRG;SCHAERB-GR.G;SCHAARB-GR.G;SCHAERBEEK-GROUPE G;SCHAARBEEK-GROEP G;50,895407;4,41275
FSRR;SCHAERB-GR.R;SCHAARB-GR.R;SCHAERBEEK-GROUPE R;SCHAARBEEK-GROEP R;50,888951;4,408535
GSJ;SCHAERB-JOS;SCHAARB-JOS;SCHAERBEEK-JOSAPHAT;SCHAARBEEK-JOSAPHAT;50,86045;4,395175
FSRLZ;SCHAERB-LZ;SCHAARB-LZ;SCHAERBEEK-VOIE LZ;SCHAARBEEK-SPOOR LZ;50,881313;4,3837
FSRPW;SCHAERB-QATD;SCHAARB-PTWD;SCHAERBEEK-QUAI A.T./D.-NOS;SCHAARBEEK-PERRON T.W./D.-NOS;50,882066;4,39215
FSRQC;SCHAERB-QCPI;SCHAARB-PPCI;SCHAERBEEK-QUAI C.P.I;SCHAARBEEK-PERRON P.C.I.;50,90029;4,42061
FSRPV;SCHAERB-QF;SCHAARB-PV;SCHAERBEEK-QUAI FORMATION;SCHAARBEEK-PERRON VORMING;50,883264;4,391626
FSRPZ;SCHAERB-QZOS;SCHAARB-PZOS;SCHAERBEEK-QUAI A.T./D.-ZOS;SCHAARBEEK-PERRON T.W./D.-ZOS;;
FSK;SCHELDEWIND;SCHELDEWIND;SCHELDEWINDEKE;SCHELDEWINDEKE;50,937803;3,777614
SCHLL;SCHELLE;SCHELLE;SCHELLE;SCHELLE;51,125422;4,340258
FCB;SCHELLEBELLE;SCHELLEBELLE;SCHELLEBELLE;SCHELLEBELLE;51,003153;3,921372
FED;SCHENDELBEKE;SCHENDELBEKE;SCHENDELBEKE;SCHENDELBEKE;50,797818;3,899159
FAD;SCHOONAARDE;SCHOONAARDE;SCHOONAARDE;SCHOONAARDE;51,003116;4,011276
GSU;SCHULEN;SCHULEN;SCHULEN;SCHULEN;50,96335;5,188078
GSUWS;SCHULEN-WSP;SCHULEN-WSP;SCHULEN-WIJKSPOOR;SCHULEN-WIJKSPOOR;50,96406;5,18604
NS;SCLAIGNEAUX;SCLAIGNEAUX;SCLAIGNEAUX;SCLAIGNEAUX;50,492204;5,026374
NSN;SCLESSIN;SCLESSIN;SCLESSIN;SCLESSIN;50,610396;5,556722
LSFPI;SENEFFE-IND;SENEFFE-IND;SENEFFE-PARC INDUSTRIEL;SENEFFE-PARC INDUSTRIEL;50,520903;4,240514
NSR;SERAING;SERAING;SERAING;SERAING;50,60886;5,514074
SERSK;SERSKAMP;SERSKAMP;SERSKAMP;SERSKAMP;50,984403;3,959356
SIFF;SIFFERDOK;SIFFERDOK;GENT-ZEEHAVEN-SIFFERDOK;GENT-ZEEHAVEN-SIFFERDOK;51,082445;3,753353
SIFFL;SIFFERDOK-LO;SIFFERDOK-LO;GENT-ZEEHAVEN-SIFFERDOK L.O.;GENT-ZEEHAVEN-SIFFERDOK L.O.;51,090543;3,748079
SIFFR;SIFFERDOK-RO;SIFFERDOK-RO;GENT-ZEEHAVEN-SIFFERDOK R.O.;GENT-ZEEHAVEN-SIFFERDOK R.O.;51,097229;3,752833
FIL;SILLY;SILLY;SILLY;SILLY;50,663319;3,937144
SIMON;SIMONIS;SIMONIS;SIMONIS;SIMONIS;50,866158;4,333879
LSW;SINAAI;SINAAI;SINAAI;SINAAI;51,143403;4,068942
FSI;SINT-GILLIS;SINT-GILLIS;SINT-GILLIS(DENDERMONDE);SINT-GILLIS(DENDERMONDE);51,021925;4,11715
FSN;SINT-NIKLAAS;SINT-NIKLAAS;SINT-NIKLAAS;SINT-NIKLAAS;51,17174;4,14315
FST;SINT-TRUIDEN;SINT-TRUIDEN;SINT-TRUIDEN;SINT-TRUIDEN;50,817617;5,17665
LSD;SLEIDINGE;SLEIDINGE;SLEIDINGE;SLEIDINGE;51,126428;3,66776
FSG;SOIGNIES;SOIGNIES;SOIGNIES;SOIGNIES;50,573447;4,069142
NSS;SOLRE-SAMBRE;SOLRE-SAMBRE;SOLRE-SUR-SAMBRE;SOLRE-SUR-SAMBRE;50,312639;4,158431
FSS;SPA;SPA;SPA;SPA;50,490163;5,855831
STABR;STABROEK;STABROEK;ANTWERPEN-D.S.-STABROEK;ANTWERPEN-D.S.-STABROEK;51,332942;4,329171
STBKQ;STABROEK-Q;STABROEK-Q;STABROEK-ROOSTER Q;STABROEK-ROOSTER Q;51,328582;4,328275
LHY;STATTE;STATTE;STATTE;STATTE;50,528283;5,219678
FNZ;ST-D-BOEKEL;ST-D-BOEKEL;SINT-DENIJS-BOEKEL;SINT-DENIJS-BOEKEL;50,874303;3,698397
MD;ST-D-BOVESSE;ST-D-BOVESSE;SAINT-DENIS-BOVESSE;SAINT-DENIS-BOVESSE;50,521297;4,767792
MSFR;STERPEN-FR;STERPEN-FR;STERPENICH-FRONTIERE;STERPENICH-FRONTIERE;49,64396;5,90415
FGH;ST-GHISLAIN;ST-GHISLAIN;SAINT-GHISLAIN;SAINT-GHISLAIN;50,442625;3,820092
GSW;ST-JOR-WEERT;ST-JOR-WEERT;SINT-JORIS-WEERT;SINT-JORIS-WEERT;50,8013;4,65195
STKAT;ST-KATHERINA;ST-KATHERINA;SINT-KATHERINA;SINT-KATHERINA;50,874998;3,247445
FWA;ST-KAT-WAVER;ST-KAT-WAVER;SINT-KATELIJNE-WAVER;SINT-KATELIJNE-WAVER;51,070931;4,495481
MRB;ST-MARIABURG;ST-MARIABURG;SINT-MARIABURG;SINT-MARIABURG;51,292714;4,434961
FSMB;ST-M-BODEGEM;ST-M-BODEGEM;SINT-MARTENS-BODEGEM;SINT-MARTENS-BODEGEM;50,867158;4,205081
FSNO;ST-NIKLAAS-O;ST-NIKLAAS-O;SINT-NIKLAAS-OOST;SINT-NIKLAAS-OOST;51,176526;4,159844
MKM;STOCKEM;STOCKEM;STOCKEM;STOCKEM;49,690736;5,767712
MKMFA;STOCKEM-A;STOCKEM-A;STOCKEM-FAISCEAU A;STOCKEM-FAISCEAU A;49,691287;5,762351
MKMA;STOCKEM-AT;STOCKEM-AT;STOCKEM-A.T.;STOCKEM-A.T.;49,689843;5,783658
MKMFB;STOCKEM-B;STOCKEM-B;STOCKEM-FAISCEAU B;STOCKEM-FAISCEAU B;49,69068;5,74667
MKM93;STOCKEM-BL93;STOCKEM-BL93;STOCKEM-BLOCK 93;STOCKEM-BLOCK 93;49,69026;5,73751
MKM94;STOCKEM-BL94;STOCKEM-BL94;STOCKEM-BLOCK 94;STOCKEM-BLOCK 94;49,691065;5,76951
MKM95;STOCKEM-BL95;STOCKEM-BL95;STOCKEM-BLOCK 95;STOCKEM-BLOCK 95;49,6909;5,76951
BL6;STOUMONT-BL6;STOUMONT-BL6;STOUMONT-BLOCK 6;STOUMONT-BLOCK 6;50,417207;5,769281
MBF;ST-VINCENT-B;ST-VINCENT-B;SAINT-VINCENT-BELLEFONTAINE;SAINT-VINCENT-BELLEFONTAINE;49,641953;5,483659
SY;SY;SY;SY;SY;50,403122;5,523094
FTM;TAMINES;TAMINES;TAMINES;TAMINES;50,432088;4,608861
FTMG;TAMINES-GAR;TAMINES-GAR;TAMINES-GARAGE;TAMINES-GARAGE;50,43097;4,60484
FTS;TEMSE;TEMSE;TEMSE;TEMSE;51,125914;4,221817
MTH;TERHAGEN;TERHAGEN;TERHAGEN;TERHAGEN;50,902003;3,897361
FTN;TERNAT;TERNAT;TERNAT;TERNAT;50,874519;4,165342
LTT;TERTRE;TERTRE;TERTRE;TERTRE;50,464651;3,828918
LTD;TESSENDERLO;TESSENDERLO;TESSENDERLO;TESSENDERLO;51,064385;5,101486
GTT;TESTELT;TESTELT;TESTELT;TESTELT;51,009864;4,945833
FTX;THEUX;THEUX;THEUX;THEUX;50,536314;5,815186
LU;THIEU;THIEU;THIEU;THIEU;50,469539;4,098522
LTI;THIMISTER-CL;THIMISTER-CL;THIMISTER-CLERMONT;THIMISTER-CLERMONT;50,637711;5,844115
NTH;THUIN;THUIN;THUIN;THUIN;50,342739;4,288914
FTU;THULIN;THULIN;THULIN;THULIN;50,423789;3,745783
TIEL;TIELEN;TIELEN;TIELEN;TIELEN;51,241017;4,893089
FTT;TIELT;TIELT;TIELT;TIELT;50,990058;3,328611
FTNN;TIENEN;TIENEN;TIENEN;TIENEN;50,808022;4,925814
MTF;TILFF;TILFF;TILFF;TILFF;50,570464;5,582514
NTL;TILLEUR;TILLEUR;TILLEUR;TILLEUR;50,619237;5,529533
GTI;TILLY;TILLY;TILLY;TILLY;50,556742;4,551353
GTIG;TILLY-GARAGE;TILLY-GARAGE;TILLY-GARAGE;TILLY-GARAGE;50,552947;4,550349
LOK;TOLLEMBEEK;TOLLEMBEEK;TOLLEMBEEK;TOLLEMBEEK;50,735382;3,992833
FTG;TONGEREN;TONGEREN;TONGEREN;TONGEREN;50,784214;5,473222
FRT;TORHOUT;TORHOUT;TORHOUT;TORHOUT;51,064708;3,105869
FTY;TOURNAI;TOURNAI;TOURNAI;TOURNAI;50,613125;3,396936
RTS;TOURPES;TOURPES;TOURPES;TOURPES;50,56444;3,65217
FNO;TROIS-PONTS;TROIS-PONTS;TROIS-PONTS;TROIS-PONTS;50,369264;5,872817
FRZ;TROOZ;TROOZ;TROOZ;TROOZ;50,573337;5,688504
FTZ;TUBIZE;TUBIZE;TUBIZE;TUBIZE;50,691708;4,205725
FTR;TURNHOUT;TURNHOUT;TURNHOUT;TURNHOUT;51,322775;4,937564
FTE;UCCLE-CALEV;UKKEL-KALEV;UCCLE-CALEVOET;UKKEL-KALEVOET;50,792131;4,331383
FUS;UCCLE-STALLE;UKKEL-STALLE;UCCLE-STALLE;UKKEL-STALLE;50,802431;4,323539
VADPO;V.ADPO;V.ADPO;VERB.ADPO;VERB.ADPO;51,25343;4,256127
VAUTO;V.AUTOTRANSP;V.AUTOTRANSP;VERB.HESSENATIE-AUTOTRANSPORT;VERB.HESSENATIE-AUTOTRANSPORT;;
VBYER;V.BAYER;V.BAYER;VERB.BAYER;VERB.BAYER;51,179308;3,787301
VBPCH;V.BP CHEMBEL;V.BP CHEMBEL;VERB.B.P. CHEMBEL;VERB.B.P. CHEMBEL;51,120778;4,997814
LDK;V.CASIER;V.CASIER;VERB.DEERLIJK-CASIER;VERB.DEERLIJK-CASIER;50,834788;3,352041
VDEBT;V.DE BONTE;V.DE BONTE;VERB.DE BONTE;VERB.DE BONTE;51,104223;5,068817
VDOWC;V.DOW CHEMIC;V.DOW CHEMIC;VERB.DOW CHEMICALS;VERB.DOW CHEMICALS;51,057593;5,173115
VEMGO;V.EMGO;V.EMGO;VERB.LOMMEL-N.V.EMGO;VERB.LOMMEL-N.V.EMGO;51,215269;5,288765
VEXCH;V.EXXON CHEM;V.EXXON CHEM;VERB.EXXON CHEMICALS;VERB.EXXON CHEMICALS;51,106109;5,058196
VHERC;V.HERCULES;V.HERCULES;VERB.HERCULES;VERB.HERCULES;51,27996;4,309093
VHESS;V.HESSENATIE;V.HESSENATIE;VERB.HEULE-HESSENATIE;VERB.HEULE-HESSENATIE;50,857317;3,24369
VHOLV;V.HOLVOET;V.HOLVOET;VERB.HEULE-HOLVOET;VERB.HEULE-HOLVOET;;
VIVAR;V.IVAREM;V.IVAREM;VERB.IVAREM;VERB.IVAREM;;
VHOBO;V.METALL-HOB;V.METALL-HOB;VERB.METALLURGIE-HOBOKEN;VERB.METALLURGIE-HOBOKEN;51,166851;4,341759
VPRAY;V.PRAYON-RUP;V.PRAYON-RUP;VERB.PRAYON-RUPEL;VERB.PRAYON-RUPEL;51,085173;4,346539
VSIBE;V.SIBELCO;V.SIBELCO;VERB.SIBELCO;VERB.SIBELCO;51,241364;5,243499
VTRAN;V.TRANSTERM;V.TRANSTERM;VERB.TRANSTERMINAL;VERB.TRANSTERMINAL;51,168718;4,787611
VMOER;V.VAN MOER;V.VAN MOER;VERB.VAN MOER;VERB.VAN MOER;51,249083;4,24679
VOPAK;V.VOPAK;V.VOPAK;VERB.HEMIKSEM-VOPAK;VERB.HEMIKSEM-VOPAK;51,151512;4,337916
FEM;VELTEM;VELTEM;VELTEM;VELTEM;50,900519;4,633522
FVK;VERTRIJK;VERTRIJK;VERTRIJK;VERTRIJK;50,8359;4,836591
FVKWS;VERTRIJK-WSP;VERTRIJK-WSP;VERTRIJK-WIJKSPOOR;VERTRIJK-WIJKSPOOR;50,83648;4,83255
GV;VERVIERS-C;VERVIERS-C;VERVIERS-CENTRAL;VERVIERS-CENTRAL;50,587821;5,854597
GVE;VERVIERS-EST;VERVIERS-EST;VERVIERS-EST;VERVIERS-EST;50,601075;5,882889
GVP;VERVIERS-PAL;VERVIERS-PAL;VERVIERS-PALAIS;VERVIERS-PALAIS;50,590961;5,865262
FVU;VEURNE;VEURNE;VEURNE;VEURNE;51,073897;2,669742
FKV;VIANE-MOERB;VIANE-MOERB;VIANE-MOERBEKE;VIANE-MOERBEKE;50,751914;3,917055
FVE;VICHTE;VICHTE;VICHTE;VICHTE;50,833558;3,392842
FVI;VIELSALM;VIELSALM;VIELSALM;VIELSALM;50,278814;5,909
5HZN;VIJFHUIZEN;VIJFHUIZEN;VIJFHUIZEN;VIJFHUIZEN;50,943327;3,982651
LLE;VILLERS-LA-V;VILLERS-LA-V;VILLERS-LA-VILLE;VILLERS-LA-VILLE;50,578028;4,533432
FVV;VILVOORDE;VILVOORDE;VILVOORDE;VILVOORDE;50,924208;4,432583
MSM;VIRTON;VIRTON;VIRTON;VIRTON;49,560932;5,518441
FVS;VISE;VISE;VISE;VISE;50,740296;5,692835
FVSFR;VISE-FR;VISE-FR;VISE-FRONTIERE;VISE-FRONTIERE;50,758413;5,702903
FVSH;VISE-HAUT;VISE-HAUT;VISE-HAUT;VISE-HAUT;50,743241;5,774324
VIVOI;VIVIER D'OIE;DIESDELLE;VIVIER D'OIE;DIESDELLE;50,79617;4,373889
VIVIL;VIVILLE;VIVILLE;VIVILLE;VIVILLE;49,688369;5,785497
MVO;VONECHE;VONECHE;VONECHE;VONECHE;50,065016;4,96711
GVX;VOROUX;VOROUX;VOROUX;VOROUX;50,660752;5,431066
GVXL;VOROUX-LGV;VOROUX-LGV;VOROUX-BASE TRAVAUX LGV;VOROUX-BASE TRAVAUX LGV;50,659457;5,440918
FPM;V-POMMEROEUL;V-POMMEROEUL;VILLE-POMMEROEUL;VILLE-POMMEROEUL;50,464339;3,724189
LWT;WAARSCHOOT;WAARSCHOOT;WAARSCHOOT;WAARSCHOOT;51,154608;3,615353
;WA-FL 1 L2;WA-VL 1 L2;FRONT. WALLONIE-FLANDRE 1 L2;GRENS WALLONIE-VLAANDEREN 1 L2;50,715088;5,065641
;WA-FL 2 L2;WA-VL 2 L2;FRONT. WALLONIE-FLANDRE 2 L2;GRENS WALLONIE-VLAANDEREN 2 L2;50,70333;5,13281
;WA-FL L123;WA-VL L123;FRONT. WALLONIE-FLANDRE L123;GRENS WALLONIE-VLAANDEREN L123;50,698836;4,042239
;WA-FL L24;WA-VL L24;FRONT. WALLONIE-FLANDRE L24;GRENS WALLONIE-VLAANDEREN L24;50,748377;5,777135
;WA-FL L24/1;WA-VL L24/1;FRONT. WALLONIE-FLANDRE L24/1;GRENS WALLONIE-VLAANDEREN 24/1;50,750176;5,696776
;WA-FL L34;WA-VL L34;FRONT. WALLONIE-FLANDRE L34;GRENS WALLONIE-VLAANDEREN L34;50,757351;5,521735
;WA-FL L40;WA-VL L40;FRONT. WALLONIE-FLANDRE L40;GRENS WALLONIE-VLAANDEREN L40;50,750264;5,696497
;WA-FL L69;WA-VL L69;FRONT. WALLONIE-FLANDRE L69;GRENS WALLONIE-VLAANDEREN L69;50,780204;3,029523
;WA-FL L94;WA-VL L94;FRONT. WALLONIE-FLANDRE L94;GRENS WALLONIE-VLAANDEREN L94;50,698755;4,04196
LWC;WALCOURT;WALCOURT;WALCOURT;WALCOURT;50,258639;4,435336
FVG;WAREGEM;WAREGEM;WAREGEM;WAREGEM;50,892458;3,425514
FVR;WAREMME;WAREMME;WAREMME;WAREMME;50,694725;5,248986
FWT;WATERLOO;WATERLOO;WATERLOO;WATERLOO;50,715558;4,382925
FW;WATERMAEL;WATERMAAL;WATERMAEL;WATERMAAL;50,809691;4,399692
GWV;WAVRE;WAVRE;WAVRE;WAVRE;50,716272;4,604783
FWE;WEERDE;WEERDE;WEERDE;WEERDE;50,977411;4,470292
GWK;WELKENRAEDT;WELKENRAEDT;WELKENRAEDT;WELKENRAEDT;50,659464;5,974261
WELLE;WELLE;WELLE;WELLE;WELLE;50,903375;4,050922
LWK;WERVIK;WERVIK;WERVIK;WERVIK;50,781861;3,046975
FVP;WESPEL-TILD;WESPEL-TILD;WESPELAAR-TILDONK;WESPELAAR-TILDONK;50,958297;4,637489
WSIB;WEST-SIBERIE;WEST-SIBERIE;ANTWERPEN-D.S.-WEST-SIBERIE;ANTWERPEN-D.S.-WEST-SIBERIE;51,252759;4,399006
FVT;WETTEREN;WETTEREN;WETTEREN;WETTEREN;51,001603;3,881881
FWM;WEVELGEM;WEVELGEM;WEVELGEM;WEVELGEM;50,811017;3,182533
WEZML;WEZEMAAL;WEZEMAAL;WEZEMAAL;WEZEMAAL;50,956206;4,748314
FNW;WICHELEN;WICHELEN;WICHELEN;WICHELEN;51,001903;3,974897
FWG;WIJGMAAL;WIJGMAAL;WIJGMAAL;WIJGMAAL;50,923017;4,700242
GWD;WILDERT;WILDERT;WILDERT;WILDERT;51,427614;4,463825
FWB;WILLEBROEK;WILLEBROEK;WILLEBROEK;WILLEBROEK;51,066608;4,356083
FWBZK;WILL-ZEEKAN;WILL-ZEEKAN;WILLEBROEK-ZEEKANAAL;WILLEBROEK-ZEEKANAAL;51,065771;4,364904
WILMA;WILMARSDONK;WILMARSDONK;ANTWERPEN-D.S.-WILMARSDONK;ANTWERPEN-D.S.-WILMARSDONK;51,274232;4,382367
WLFST;WOLFSTEE;WOLFSTEE;WOLFSTEE;WOLFSTEE;51,168887;4,789759
FWO;WONDELGEM;WONDELGEM;WONDELGEM;WONDELGEM;51,086864;3,718372
YAGSS;Y.AGUESSES;Y.AGUESSES;Y.AGUESSES;Y.AGUESSES;50,614492;5,591319
YALSK;Y.ALASKA;Y.ALASKA;Y.ALASKA;Y.ALASKA;;
YALBK;Y.ALBERTKAN;Y.ALBERTKAN;Y.ALBERTKANAAL;Y.ALBERTKANAAL;51,17254;4,805724
YAMRK;Y.AMERIKA;Y.AMERIKA;Y.AMERIKA;Y.AMERIKA;51,248706;4,387414
YFNT;Y.ANTOING;Y.ANTOING;Y.ANTOING;Y.ANTOING;50,558572;3,463596
